 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.4809 0.5208 0.5147 0.5068 0.4408 0.5286 0.3997 0.4991 0.5008 0.4994 1.0000
 1.0000 0.5496 0.4702 0.4692 0.4460 0.5357 0.4606 0.4644 0.5339 0.5031 0.5008 1.0000
 1.0000 0.4638 0.5449 0.4870 0.4592 0.4618 0.5141 0.4473 0.4257 0.5455 0.5043 1.0000
 1.0000 0.5442 0.4333 0.5003 0.4779 0.5575 0.4464 0.3988 0.5523 0.4773 0.4756 1.0000
 1.0000 0.6684 0.7450 0.4538 0.6447 0.5672 0.6097 0.3565 0.5209 0.5267 0.5105 1.0000
 1.0000 0.7506 0.6753 0.7285 0.5048 0.8525 0.5967 0.6528 0.5188 0.5725 0.5134 1.0000
 1.0000 0.5268 0.6029 0.1001 0.3233 0.5066 0.7873 0.4628 0.6209 0.5010 0.5372 1.0000
 1.0000 0.6522 0.5407 0.3246 0.3322 0.4670 0.6496 0.6304 0.4626 0.4989 0.5008 1.0000
 1.0000 0.7230 0.5162 0.6177 0.5508 0.7756 0.7966 0.5888 0.3671 0.5010 0.4991 1.0000
 1.0000 0.2744 0.6026 0.6074 0.7555 0.7196 0.8001 0.4808 0.4814 0.2742 0.5008 1.0000
 1.0000 0.6058 0.4087 0.7545 0.5622 0.4412 0.6126 0.6335 0.2896 0.5383 0.3808 1.0000
 1.0000 0.2395 0.5654 0.4388 0.4335 0.4273 0.5921 0.3482 0.5595 0.2754 0.5005 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.3626 0.3024 0.5670 0.5379 0.6402 0.4822 0.6575 0.5011 0.5004 0.4998 1.0000
 1.0000 0.3018 0.5829 0.5189 0.6001 0.4488 0.6390 0.4938 0.5016 0.4901 0.4748 1.0000
 1.0000 0.5666 0.4630 0.6088 0.4430 0.6172 0.5561 0.6827 0.5220 0.4196 0.5021 1.0000
 1.0000 0.6830 0.6444 0.4866 0.5178 0.4700 0.7473 0.6980 0.5598 0.5775 0.4653 1.0000
 1.0000 0.8723 0.7178 0.7817 0.6719 0.8508 0.8471 0.7622 0.7140 0.4741 0.5875 1.0000
 1.0000 0.7139 0.8181 0.8004 0.9368 0.9647 0.9371 0.6737 0.6093 0.5821 0.4304 1.0000
 1.0000 0.4879 0.5640 0.9004 0.8919 0.9773 0.8213 0.5728 0.5204 0.5157 0.5048 1.0000
 1.0000 0.2179 0.3183 0.6113 0.8654 0.8888 0.8683 0.5364 0.5790 0.4996 0.5004 1.0000
 1.0000 0.1654 0.4467 0.5517 0.8207 0.9850 0.9753 0.8432 0.6499 0.5792 0.4997 1.0000
 1.0000 0.7893 0.5427 0.8247 0.9553 0.9785 0.9946 0.8831 0.5538 0.5628 0.5099 1.0000
 1.0000 0.5997 0.4960 0.6217 0.9412 0.8709 0.9493 0.7217 0.5982 0.4351 0.6260 1.0000
 1.0000 0.2822 0.2153 0.2825 0.4729 0.7257 0.6820 0.7688 0.3885 0.6726 0.4453 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.5745 0.6566 0.3527 0.4447 0.2385 0.4541 0.3233 0.5058 0.4998 0.5163 1.0000
 1.0000 0.6558 0.3787 0.5711 0.3579 0.5353 0.5266 0.5757 0.4818 0.5241 0.5039 1.0000
 1.0000 0.3546 0.5947 0.3944 0.5892 0.5402 0.7815 0.6554 0.5582 0.5267 0.5193 1.0000
 1.0000 0.5192 0.5211 0.6622 0.5237 0.7562 0.8070 0.7260 0.5384 0.5652 0.4460 1.0000
 1.0000 0.7572 0.8329 0.7992 0.9308 0.8934 0.9686 0.8232 0.5029 0.5602 0.5090 1.0000
 1.0000 0.9105 0.9386 0.9321 0.9604 0.9979 0.9811 0.6657 0.4456 0.3794 0.4493 1.0000
 1.0000 0.8854 0.9481 0.9185 0.9734 0.9973 0.9564 0.8017 0.3862 0.5442 0.4813 1.0000
 1.0000 0.8851 0.7885 0.9476 0.9777 0.9966 0.9624 0.8199 0.3354 0.5003 0.4998 1.0000
 1.0000 0.3624 0.8007 0.7950 0.9633 0.9894 0.9976 0.6262 0.5084 0.2906 0.5002 1.0000
 1.0000 0.4708 0.5481 0.9048 0.9636 0.9924 0.9943 0.9859 0.5380 0.5538 0.5159 1.0000
 1.0000 0.2782 0.5443 0.8330 0.8416 0.8782 0.8510 0.8192 0.6773 0.5171 0.4079 1.0000
 1.0000 0.1487 0.3500 0.4214 0.5427 0.4455 0.4056 0.4535 0.4435 0.3716 0.5401 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
 1.0000 0.4908 0.3668 0.5440 0.5099 0.6895 0.4817 0.5891 0.4998 0.5254 0.4651 1.0000
