  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170  0.170
  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860  2.860
  2.860  2.867  2.860  2.860  2.896  2.874  2.860  2.860  2.860  2.860  2.860  2.860
  2.860  2.882  2.860  2.877  2.899  2.860  2.851  2.834  2.860  2.860  2.860  2.860
  2.860  2.898  2.870  2.860  2.860  2.863  2.828  2.758  2.851  2.869  2.860  2.860
  2.860  2.897  2.862  2.828  2.863  2.847  2.875  2.780  2.855  2.870  2.863  2.860
  2.860  2.943  2.876  2.812  2.934  2.870  2.920  2.825  2.822  2.860  2.866  2.860
  2.860  2.739  3.023  2.825  2.661  2.736  2.943  2.888  2.855  2.860  2.870  2.860
  2.860  2.980  3.052  2.896  2.893  2.860  2.830  2.906  2.860  2.860  2.860  2.860
  2.860  2.826  2.922  2.881  2.821  2.816  2.818  2.864  2.860  2.860  2.860  2.860
  2.860  2.816  2.775  2.772  2.777  2.814  2.825  2.841  2.860  2.860  2.860  2.860
  2.860  2.999  2.756  2.831  2.875  2.871  2.990  2.812  2.710  2.860  2.860  2.860
  2.860  2.730  2.772  2.915  2.918  2.809  2.794  2.817  2.731  2.760  2.860  2.860
  2.860  2.649  2.711  2.867  2.830  2.860  2.901  2.801  2.754  2.860  2.860  2.860
